Tanggal,Fakultas,Kategori,Anggaran (Juta Rp),Realisasi (Juta Rp)
30/09/2023,FIK,Pengembangan Infrastruktur,311.0,289.02146489869443
31/10/2023,FTE,Operasional,246.0,245.67718384180768
31/10/2023,FTE,Riset dan Pengembangan,121.0,114.94996171090912
31/10/2023,FTE,Kemahasiswaan,425.0,395.23175005297827
31/10/2023,FTE,Pengembangan Infrastruktur,186.0,184.6490179858364
31/10/2023,FRI,Operasional,165.0,150.8574431300846
31/10/2023,FRI,Riset dan Pengembangan,332.0,321.33957397694786
31/10/2023,FRI,Kemahasiswaan,453.0,419.6265428232314
31/10/2023,FRI,Pengembangan Infrastruktur,437.0,415.1578644351815
31/10/2023,FIF,Operasional,219.0,200.0931390062729
31/10/2023,FIF,Riset dan Pengembangan,496.5,323.0503049696277
31/10/2023,FIF,Kemahasiswaan,367.0,337.6214452624564
31/10/2023,FIF,Pengembangan Infrastruktur,274.0,255.8708876458655
31/10/2023,FEB,Operasional,309.0,290.60670072163686
31/10/2023,FEB,Riset dan Pengembangan,558.0,344.1141098655053
31/10/2023,FEB,Kemahasiswaan,433.0,412.79271192664737
31/10/2023,FEB,Pengembangan Infrastruktur,437.0,417.02674204576977
31/10/2023,FKB,Operasional,273.0,359.1487627382459
31/10/2023,FKB,Riset dan Pengembangan,429.0,411.1751630588686
31/10/2023,FKB,Kemahasiswaan,182.0,180.06450686078927
31/10/2023,FKB,Pengembangan Infrastruktur,227.0,208.09176734768758
31/10/2023,FIT,Operasional,123.75,163.55401285458746
31/10/2023,FIT,Riset dan Pengembangan,142.0,133.96104061397614
31/10/2023,FIT,Kemahasiswaan,354.0,345.33443808586
31/10/2023,FIT,Pengembangan Infrastruktur,285.0,266.9718796495669
31/10/2023,FIK,Operasional,331.0,299.6624850342116
31/10/2023,FIK,Riset dan Pengembangan,235.0,219.38621716487674
31/10/2023,FIK,Kemahasiswaan,142.0,127.80418167486289
31/10/2023,FIK,Pengembangan Infrastruktur,290.0,278.5289800077866
30/11/2023,FTE,Operasional,206.0,200.88458282999937
30/11/2023,FTE,Riset dan Pengembangan,162.0,148.40807355577786
30/11/2023,FTE,Kemahasiswaan,105.0,103.86037981786775
30/11/2023,FTE,Pengembangan Infrastruktur,212.0,206.9995576175759
30/11/2023,FRI,Operasional,170.0,160.5293259162854
30/11/2023,FRI,Riset dan Pengembangan,375.0,355.54744513281224
30/11/2023,FRI,Kemahasiswaan,119.0,115.29117840859686
30/11/2023,FRI,Pengembangan Infrastruktur,180.0,170.54452073217917
30/11/2023,FIF,Operasional,490.0,456.2810234344776
30/11/2023,FIF,Riset dan Pengembangan,382.5,233.21990494904006
30/11/2023,FIF,Kemahasiswaan,318.0,299.78098952803526
30/11/2023,FIF,Pengembangan Infrastruktur,437.0,420.9018977660946
30/11/2023,FEB,Operasional,302.0,293.67894817789426
30/11/2023,FEB,Riset dan Pengembangan,273.0,170.60008401747803
30/11/2023,FEB,Kemahasiswaan,200.0,186.87950922686318
30/11/2023,FEB,Pengembangan Infrastruktur,217.0,203.1174164314326
30/11/2023,FKB,Operasional,341.25,448.41412447818084
30/11/2023,FKB,Riset dan Pengembangan,492.0,448.1597205333449
30/11/2023,FKB,Kemahasiswaan,137.0,126.8091265697672
30/11/2023,FKB,Pengembangan Infrastruktur,375.0,364.21245220858486
30/11/2023,FIT,Operasional,228.75,290.49320010178394
30/11/2023,FIT,Riset dan Pengembangan,481.0,443.2759498154628
30/11/2023,FIT,Kemahasiswaan,107.0,103.60769315109677
30/11/2023,FIT,Pengembangan Infrastruktur,273.0,258.84899729631064
30/11/2023,FIK,Operasional,319.0,289.73231712468936
30/11/2023,FIK,Riset dan Pengembangan,483.0,450.4140500323592
30/11/2023,FIK,Kemahasiswaan,281.0,254.36494797649183
30/11/2023,FIK,Pengembangan Infrastruktur,355.0,329.57316930051866
31/12/2023,FTE,Operasional,108.0,107.55164686618278
31/12/2023,FTE,Riset dan Pengembangan,244.0,222.59800369007212
31/12/2023,FTE,Kemahasiswaan,191.0,186.2023656046305
31/12/2023,FTE,Pengembangan Infrastruktur,380.0,363.34036203505303
31/12/2023,FRI,Operasional,366.0,332.80996433906085
31/12/2023,FRI,Riset dan Pengembangan,180.0,173.6554297954476
31/12/2023,FRI,Kemahasiswaan,107.0,103.24221618700362
31/12/2023,FRI,Pengembangan Infrastruktur,318.0,299.7808222635877
31/12/2023,FIF,Operasional,184.0,173.6856100094803
31/12/2023,FIF,Riset dan Pengembangan,289.5,189.17181937455615
31/12/2023,FIF,Kemahasiswaan,355.0,330.44030764049876
31/12/2023,FIF,Pengembangan Infrastruktur,285.0,276.2583278187626
31/12/2023,FEB,Operasional,413.0,371.80474397530855
31/12/2023,FEB,Riset dan Pengembangan,681.0,428.04591733693377
31/12/2023,FEB,Kemahasiswaan,264.0,259.4417725930316
31/12/2023,FEB,Pengembangan Infrastruktur,428.0,422.74511309329324
31/12/2023,FKB,Operasional,142.5,179.5364516355455
31/12/2023,FKB,Riset dan Pengembangan,367.0,361.0122959742599
31/12/2023,FKB,Kemahasiswaan,433.0,404.24808213015314
31/12/2023,FKB,Pengembangan Infrastruktur,215.0,208.714249706654
31/12/2023,FIT,Operasional,178.5,223.53887849788055
31/12/2023,FIT,Riset dan Pengembangan,325.0,321.32197614080565
31/12/2023,FIT,Kemahasiswaan,308.0,303.01444108915234
31/12/2023,FIT,Pengembangan Infrastruktur,166.0,157.20046865221943
31/12/2023,FIK,Operasional,343.0,338.77735667607027
31/12/2023,FIK,Riset dan Pengembangan,267.0,263.6103649839276
31/12/2023,FIK,Kemahasiswaan,116.0,112.02496155247795
31/12/2023,FIK,Pengembangan Infrastruktur,468.0,454.659329952244
